window,mean,median,std,iqr,start_index,class
window5709,20.01,20.15,0.787129338234221,1.275,570900,NOR
window5710,20.15,20.25,0.7369496965349255,1.2,571000,NOR
window5711,19.94,19.9,0.7045206437454842,0.975,571100,NOR
window5712,20.05,19.95,0.7489864939394333,1.35,571200,NOR
window5713,20.099999999999998,20.3,0.7343412538318257,1.175,571300,NOR
window5714,19.9,19.8,0.7982664577138285,1.275,571400,NOR
window5715,19.950000000000003,19.85,0.7723346270258842,1.175,571500,NOR
window5716,20.089999999999996,20.25,0.8032790807824955,1.475,571600,NOR
window5717,20.130000000000003,20.3,0.8219507218160951,1.5,571700,NOR
window5718,20.049999999999997,20.05,0.7801654697840653,1.45,571800,NOR
window5719,19.98,20.0,0.74211740353556,1.15,571900,NOR
window5720,20.150000000000002,20.35,0.7977904929263938,1.275,572000,NOR
window5721,19.92,20.0,0.773855260967874,1.225,572100,NOR
window5722,20.060000000000002,20.15,0.7477421526591935,1.0,572200,NOR
window5723,20.04,20.1,0.7814485750576533,1.3,572300,NOR
window5724,20.089999999999996,20.1,0.7483488762565517,1.375,572400,NOR
window5725,20.12,20.1,0.7736121385630575,1.25,572500,NOR
window5726,20.13,20.4,0.7302258753622455,1.2,572600,NOR
window5727,20.03,20.0,0.7078835257263852,1.125,572700,NOR
window5728,20.000000000000004,20.15,0.7647929458720386,1.125,572800,NOR
window5729,20.06,20.1,0.7326655149274829,1.1,572900,NOR
window5730,19.910000000000004,19.8,0.8351406508685667,1.65,573000,NOR
window5731,20.240000000000002,20.35,0.7601063546808032,1.4,573100,NOR
window5732,20.06,19.9,0.7325389913815665,1.15,573200,NOR
window5733,19.8,19.7,0.7691233131425586,1.325,573300,NOR
window5734,20.04,20.15,0.7606647496211751,1.3,573400,NOR
window5735,19.95,20.0,0.8126832246633965,1.475,573500,NOR
window5736,19.910000000000004,19.85,0.7515674690716427,1.15,573600,NOR
window5737,20.03,20.0,0.7593905369852084,1.175,573700,NOR
window5738,19.93,19.95,0.7037221895196806,1.3,573800,NOR
window5739,19.939999999999998,19.85,0.7693643389345888,1.25,573900,NOR
window5740,20.049999999999997,20.15,0.7735751734132333,1.15,574000,NOR
window5741,19.970000000000006,20.1,0.8108871686833838,1.45,574100,NOR
window5742,20.02,20.1,0.7859894070624168,1.225,574200,NOR
window5743,19.990000000000002,20.0,0.7886174873052821,1.325,574300,NOR
window5744,19.98,19.95,0.8284524568043459,1.5,574400,NOR
window5745,20.06,20.15,0.762104866963597,1.2,574500,NOR
window5746,19.970000000000002,20.05,0.7581771363238561,1.175,574600,NOR
window5747,20.000000000000004,19.9,0.7921749808339461,1.475,574700,NOR
window5748,19.96,20.1,0.6902742378484104,0.825,574800,NOR
window5749,20.049999999999997,20.0,0.8430717483012984,1.375,574900,NOR
window5750,19.95,19.8,0.7343584158203066,1.175,575000,NOR
window5751,20.04,20.15,0.8484770907608163,1.6,575100,NOR
window5752,20.06,20.1,0.7843661466661545,1.35,575200,NOR
window5753,20.11,20.3,0.8278305404646396,1.525,575300,NOR
window5754,19.959999999999997,19.85,0.7357980886065788,1.25,575400,NOR
window5755,19.97,19.9,0.8272185379244796,1.475,575500,NOR
window5756,20.03,20.05,0.7589452618750469,1.3,575600,NOR
window5757,20.04,20.25,0.7677448886146785,1.4,575700,NOR
window5758,20.04,20.1,0.8319074830948912,1.65,575800,NOR
window5759,19.93,19.8,0.7679955864690238,1.325,575900,NOR
window5760,20.009999999999998,20.1,0.7281338504316518,1.175,576000,NOR
window5761,20.020000000000003,19.9,0.7717267821988226,1.325,576100,NOR
window5762,20.01,20.0,0.7775597165061747,1.35,576200,NOR
window5763,19.999999999999996,20.05,0.7802393538125113,1.275,576300,NOR
window5764,19.949999999999996,19.95,0.8052508517738257,1.5,576400,NOR
window5765,19.999999999999996,20.0,0.7690687002669979,1.325,576500,NOR
window5766,20.0,19.9,0.7027968254419339,1.175,576600,NOR
window5767,20.02,20.05,0.7260119158487907,1.125,576700,NOR
window5768,19.95,19.85,0.7507167535110532,1.225,576800,NOR
window5769,20.01,19.95,0.8070670911320688,1.425,576900,NOR
window5770,19.95,19.9,0.7197753457638472,1.15,577000,NOR
window5771,19.89,19.85,0.7646271289555976,1.3,577100,NOR
window5772,19.990000000000002,19.95,0.82107410753864,1.3,577200,NOR
window5773,19.830000000000002,19.8,0.7500402225769218,1.2,577300,NOR
window5774,19.91,19.75,0.7520403689121037,1.125,577400,NOR
window5775,20.1,20.15,0.7180290845801374,1.1,577500,NOR
window5776,20.01,20.1,0.7516026412793186,1.075,577600,NOR
window5777,19.96,19.9,0.7520991218683558,1.2,577700,NOR
window5778,20.009999999999998,19.85,0.7776543010116882,1.4,577800,NOR
window5779,20.1,20.2,0.7897596671473022,1.325,577900,NOR
window5780,19.9,19.9,0.7406253007743028,1.075,578000,NOR
window5781,19.94,19.9,0.7636200802917854,1.2,578100,NOR
window5782,19.949999999999996,19.7,0.7634578627154206,1.225,578200,NOR
window5783,19.96,20.1,0.75063208204039,1.3,578300,NOR
window5784,19.94,19.85,0.7619749377766022,1.225,578400,NOR
window5785,19.93,19.85,0.8203669513755685,1.525,578500,NOR
window5786,19.990000000000002,20.0,0.7121430256509675,1.025,578600,NOR
window5787,19.88,19.9,0.7845141906953013,1.275,578700,NOR
window5788,19.97,20.1,0.7785340187484974,1.125,578800,NOR
window5789,20.05,19.95,0.6960905251500573,1.175,578900,NOR
window5790,20.029999999999998,20.05,0.766554993457999,1.175,579000,NOR
window5791,19.910000000000004,19.95,0.7477829143972234,1.175,579100,NOR
window5792,19.919999999999998,19.85,0.799846020433935,1.325,579200,NOR
window5793,19.9,19.85,0.7574135793461829,1.2,579300,NOR
window5794,20.01,19.95,0.8003921567275019,1.3,579400,NOR
window5795,19.98,20.05,0.8311012595935722,1.55,579500,NOR
window5796,20.03,20.05,0.7940996483716019,1.25,579600,NOR
window5797,20.01,20.0,0.7631784211062358,1.25,579700,NOR
window5798,20.000000000000004,19.95,0.7770536942303843,1.275,579800,NOR
window5799,20.07,20.05,0.7457893388429907,1.15,579900,NOR
window5800,19.93,19.9,0.8083547041743107,1.325,580000,NOR
window5801,20.01,20.05,0.6900546056623273,0.8,580100,NOR
window5802,20.059999999999995,20.05,0.7874583252298633,1.425,580200,NOR
window5803,20.009999999999998,20.0,0.748660543569642,1.15,580300,NOR
window5804,20.11,20.25,0.7473916755803234,1.175,580400,NOR
window5805,20.07,20.0,0.7814890172156002,1.375,580500,NOR
window5806,20.009999999999998,20.0,0.7513784856959018,1.3,580600,NOR
window5807,20.03,20.2,0.7292617475397627,1.1,580700,NOR
window5808,20.05,20.15,0.731371415254509,0.9,580800,NOR
window5809,20.0,19.8,0.7537513775022584,1.175,580900,NOR
window5810,19.93,19.9,0.7406890365172398,1.175,581000,NOR
window5811,19.98,19.9,0.7501576076320089,1.175,581100,NOR
window5812,20.1,20.25,0.7632600019759984,1.375,581200,NOR
window5813,19.94,19.85,0.7807085244713892,1.275,581300,NOR
window5814,19.919999999999998,19.95,0.7772195848331351,1.375,581400,NOR
window5815,19.919999999999998,19.8,0.7574132044918365,1.175,581500,NOR
window5816,19.959999999999997,19.9,0.8295733436967969,1.525,581600,NOR
window5817,19.94,19.9,0.7744109876753846,1.2,581700,NOR
window5818,20.15,20.15,0.705089640101561,1.275,581800,NOR
window5819,20.07,20.1,0.8274257563456373,1.6,581900,NOR
window5820,20.009999999999998,20.1,0.7744292693425889,1.225,582000,NOR
window5821,20.04,20.1,0.8430691128419614,1.45,582100,NOR
window5822,20.139999999999997,20.25,0.8044956110169499,1.35,582200,NOR
window5823,20.03,20.0,0.7431695977061922,1.225,582300,NOR
window5824,20.020000000000003,20.0,0.7487504904432948,1.15,582400,NOR
window5825,20.029999999999998,20.15,0.7818470780941938,1.45,582500,NOR
window5826,19.96,20.0,0.7465282536322678,1.05,582600,NOR
window5827,20.130000000000003,20.15,0.7694774836481602,1.225,582700,NOR
window5828,20.190000000000005,20.3,0.7501903531748353,1.275,582800,NOR
window5829,20.0,20.1,0.7889238401411263,1.35,582900,NOR
window5830,19.92,19.9,0.7556185213089202,1.075,583000,NOR
window5831,19.89,19.85,0.764263234574698,1.275,583100,NOR
window5832,20.05,20.0,0.7710483301781396,1.2,583200,NOR
window5833,19.970000000000002,20.0,0.7231867381406063,0.975,583300,NOR
window5834,20.2,20.3,0.7751376774618588,1.2,583400,NOR
window5835,20.110000000000003,20.05,0.6696963291233518,0.825,583500,NOR
window5836,20.04,20.0,0.8413478052950272,1.575,583600,NOR
window5837,20.11,20.15,0.7171804123982642,1.025,583700,NOR
window5838,20.080000000000002,20.15,0.7792255102172967,1.325,583800,NOR
window5839,20.130000000000003,20.2,0.7401688574896121,1.275,583900,NOR
window5840,20.11,20.25,0.7626707447773915,1.15,584000,NOR
window5841,20.12,20.25,0.7661701193646456,1.25,584100,NOR
window5842,20.240000000000002,20.35,0.7296646084091154,1.0,584200,NOR
window5843,19.880000000000003,19.95,0.7579978084456913,1.175,584300,NOR
window5844,20.050000000000004,20.1,0.765620093960705,1.225,584400,NOR
window5845,20.119999999999997,20.3,0.7830303153759696,1.175,584500,NOR
window5846,19.96,19.85,0.783819017759585,1.25,584600,NOR
window5847,19.880000000000003,19.85,0.7485862226206808,1.225,584700,NOR
window5848,20.09,20.1,0.7319887468835647,1.175,584800,NOR
window5849,19.979999999999997,20.0,0.7387266248539461,1.25,584900,NOR
window5850,19.950000000000003,19.9,0.7947694673336722,1.375,585000,NOR
window5851,20.15,20.35,0.7770127586777404,1.3,585100,NOR
window5852,20.04,19.95,0.7396629812507494,1.025,585200,NOR
window5853,19.94,19.9,0.775969304668928,1.35,585300,NOR
window5854,19.96,19.85,0.7541500035966094,1.175,585400,NOR
window5855,19.880000000000003,19.7,0.8029605642338025,1.3,585500,NOR
window5856,19.910000000000004,19.85,0.8065284027541066,1.425,585600,NOR
window5857,19.95,20.0,0.7282530662815625,0.975,585700,NOR
window5858,20.130000000000003,20.3,0.8075693521953689,1.325,585800,NOR
window5859,19.9,19.9,0.719608211049312,1.125,585900,NOR
window5860,20.159999999999997,20.2,0.7491033548558137,1.3,586000,NOR
window5861,19.85,19.85,0.7315815960903087,1.15,586100,NOR
window5862,19.92,19.85,0.73288777322888,1.0,586200,NOR
window5863,19.919999999999998,19.85,0.6846267725215942,0.95,586300,NOR
window5864,19.860000000000003,19.75,0.8124648352354569,1.375,586400,NOR
window5865,20.09,20.2,0.8143973287694433,1.425,586500,NOR
window5866,20.05,20.1,0.7630703155530274,1.225,586600,NOR
window5867,20.009999999999998,20.05,0.7572458069166671,1.35,586700,NOR
window5868,19.99,19.9,0.7779324204582884,1.15,586800,NOR
window5869,19.93,19.85,0.7315279323345253,1.15,586900,NOR
window5870,19.99,20.0,0.7602069809339842,1.25,587000,NOR
window5871,20.0,20.0,0.7580593658276717,1.05,587100,NOR
window5872,19.99,20.0,0.7698711560167399,1.2,587200,NOR
window5873,19.94,20.05,0.7927605438957237,1.3,587300,NOR
window5874,20.119999999999997,20.15,0.7634240794945338,1.3,587400,NOR
window5875,19.96,19.95,0.7850964519173189,1.275,587500,NOR
window5876,20.11,20.15,0.7346999290227456,1.275,587600,NOR
window5877,20.060000000000002,19.95,0.7501866259405989,1.25,587700,NOR
window5878,19.99,20.0,0.8335958145422616,1.525,587800,NOR
window5879,19.979999999999997,20.0,0.7681609489575261,1.15,587900,NOR
window5880,20.009999999999998,19.9,0.7839963358946586,1.375,588000,NOR
window5881,20.009999999999998,19.9,0.7809495001672789,1.3,588100,NOR
window5882,19.85,19.85,0.7529924532966089,1.225,588200,NOR
window5883,20.080000000000002,20.15,0.8200245251134062,1.475,588300,NOR
window5884,20.08,20.25,0.8075289366462888,1.425,588400,NOR
window5885,20.049999999999997,20.2,0.7776163566170395,1.325,588500,NOR
window5886,19.890000000000004,19.75,0.8099543319955791,1.3,588600,NOR
window5887,19.85,19.8,0.7434247240566294,1.15,588700,NOR
window5888,19.94,19.95,0.7150398564019449,0.975,588800,NOR
window5889,20.079999999999995,20.25,0.7857655242635713,1.35,588900,NOR
window5890,19.95,20.05,0.7129205991000276,1.05,589000,NOR
window5891,20.16,20.1,0.7669006373687071,1.425,589100,NOR
window5892,19.92,19.95,0.7243370667639741,1.175,589200,NOR
window5893,19.98,20.0,0.7675919700102053,1.275,589300,NOR
window5894,19.93,19.85,0.7476999952264598,1.05,589400,NOR
window5895,19.93,19.9,0.7725144311114059,1.45,589500,NOR
window5896,19.96,19.95,0.7687381453239948,1.175,589600,NOR
window5897,19.990000000000002,19.95,0.81426555260172,1.4,589700,NOR
window5898,19.89,19.95,0.7752061958523563,1.4,589800,NOR
window5899,20.009999999999998,20.0,0.7433900694678137,1.225,589900,NOR
window5900,19.990000000000002,19.8,0.7423718446327082,1.025,590000,NOR
window5901,19.85,19.8,0.7717758179301311,1.35,590100,NOR
window5902,20.000000000000004,19.95,0.8101869606280111,1.35,590200,NOR
window5903,20.0,20.0,0.7608367054722792,1.25,590300,NOR
window5904,20.04,20.05,0.7637440973765102,1.05,590400,NOR
window5905,20.07,20.15,0.7826220827289577,1.325,590500,NOR
window5906,20.03,19.95,0.765215599787433,1.25,590600,NOR
window5907,20.04,19.95,0.6650556205327848,1.0,590700,NOR
window5908,20.009999999999998,20.0,0.7867895142604635,1.35,590800,NOR
window5909,20.1,20.1,0.7582940548605667,1.35,590900,NOR
window5910,20.18,20.3,0.8086007981237291,1.4,591000,NOR
window5911,19.91,19.85,0.7440664138836446,1.175,591100,NOR
window5912,19.93,20.0,0.7353099137954808,1.225,591200,NOR
window5913,20.11,20.2,0.817250473456491,1.55,591300,NOR
window5914,19.98,19.95,0.775906873431061,1.35,591400,NOR
window5915,19.99,20.05,0.7689947088558291,1.2,591500,NOR
window5916,19.979999999999997,19.75,0.770719468239969,1.175,591600,NOR
window5917,19.95,19.95,0.7615044240869281,1.175,591700,NOR
window5918,20.009999999999998,20.1,0.7644561403415302,1.25,591800,NOR
window5919,19.98,19.85,0.829116041165413,1.525,591900,NOR
window5920,20.11,20.25,0.8065317850194491,1.425,592000,NOR
window5921,20.009999999999998,19.9,0.7944343599423231,1.275,592100,NOR
window5922,19.999999999999996,20.0,0.7356417432143485,1.275,592200,NOR
window5923,20.07,20.1,0.7878388197087756,1.3,592300,NOR
window5924,19.96,20.0,0.8105406883798425,1.625,592400,NOR
window5925,20.080000000000002,20.2,0.7548313758936563,1.075,592500,NOR
window5926,20.040000000000003,20.15,0.8005859119442864,1.275,592600,NOR
window5927,20.01,20.1,0.8002697566986118,1.475,592700,NOR
window5928,20.130000000000003,20.2,0.7487340440702219,1.0,592800,NOR
window5929,19.89,19.9,0.722969765893759,1.2,592900,NOR
window5930,20.07,20.0,0.7548628240217047,1.2,593000,NOR
window5931,20.04,20.05,0.7184993102340858,1.175,593100,NOR
window5932,19.97,20.0,0.7693889149552826,1.25,593200,NOR
window5933,19.880000000000003,19.85,0.802026724975432,1.175,593300,NOR
window5934,19.959999999999997,19.9,0.7577410037831265,1.075,593400,NOR
window5935,20.06,20.05,0.8402997611935696,1.625,593500,NOR
window5936,19.97,20.0,0.7789312810814191,1.15,593600,NOR
window5937,20.12,20.25,0.790074232603642,1.35,593700,NOR
window5938,20.04,20.15,0.7149258813691112,1.075,593800,NOR
window5939,20.12,20.25,0.7753954767394555,1.15,593900,NOR
window5940,19.99,19.9,0.7564796924454873,1.15,594000,NOR
window5941,19.990000000000002,19.95,0.791588966546198,1.3,594100,NOR
window5942,19.95,19.95,0.8010658083141854,1.3,594200,NOR
window5943,20.03,20.2,0.8277652936774066,1.55,594300,NOR
window5944,19.939999999999998,19.95,0.74974623671375,1.225,594400,NOR
window5945,19.85,19.8,0.7415341131365485,1.275,594500,NOR
window5946,19.990000000000002,20.0,0.7719970963524851,1.25,594600,NOR
window5947,20.099999999999998,20.2,0.8100512960301149,1.525,594700,NOR
window5948,20.04,20.1,0.7536658497109631,1.3,594800,NOR
window5949,19.97,20.0,0.7396344475632355,1.2,594900,NOR
window5950,19.98,19.75,0.8190633546787558,1.4,595000,NOR
window5951,20.06,20.2,0.8146344573192426,1.4,595100,NOR
window5952,20.06,20.0,0.7637143930382251,1.1,595200,NOR
window5953,19.96,19.85,0.809948837919519,1.45,595300,NOR
window5954,20.080000000000002,20.2,0.7265943971266413,1.175,595400,NOR
window5955,20.16,20.15,0.7349555444190339,1.15,595500,NOR
window5956,19.97,19.9,0.7581122285179744,1.4,595600,NOR
window5957,19.98,19.95,0.7386134637949537,0.95,595700,NOR
window5958,19.810000000000002,19.65,0.7637073536161711,1.025,595800,NOR
window5959,19.919999999999998,19.85,0.6945659272169005,1.1,595900,NOR
window5960,20.029999999999998,20.0,0.8226348978810147,1.475,596000,NOR
window5961,20.05,20.1,0.7519833848738248,1.225,596100,NOR
window5962,20.080000000000002,20.25,0.8068209308070964,1.35,596200,NOR
window5963,19.84,19.75,0.7581888634790293,1.225,596300,NOR
window5964,19.959999999999997,20.0,0.8192623657471823,1.55,596400,NOR
window5965,20.16,20.25,0.7881419865719399,1.3,596500,NOR
window5966,20.01,20.1,0.7195952998382368,1.0,596600,NOR
window5967,20.16,20.25,0.7137720315691679,1.25,596700,NOR
window5968,19.849999999999998,19.8,0.7890103110258924,1.475,596800,NOR
window5969,19.889999999999997,19.75,0.7577454486953495,1.2,596900,NOR
window5970,20.009999999999998,19.95,0.7339137164831524,1.125,597000,NOR
window5971,20.0,19.95,0.7900691169011727,1.35,597100,NOR
window5972,20.019999999999996,20.05,0.7830979834193814,1.3,597200,NOR
window5973,20.06,20.05,0.7081135270806054,1.0,597300,NOR
window5974,19.94,19.75,0.8088856524875281,1.4,597400,NOR
window5975,19.89,19.85,0.8319309776214968,1.625,597500,NOR
window5976,19.95,19.95,0.7700433144225822,1.3,597600,NOR
window5977,19.94,19.85,0.8160485239701855,1.525,597700,NOR
window5978,20.009999999999998,20.05,0.8234975414509925,1.425,597800,NOR
window5979,19.98,19.9,0.7403817661165918,1.2,597900,NOR
window5980,20.009999999999998,20.0,0.776860968809894,1.325,598000,NOR
window5981,20.0,20.0,0.7418020806156143,1.05,598100,NOR
window5982,19.929999999999996,19.95,0.7712336654712063,1.2,598200,NOR
window5983,19.97,19.8,0.7993936288308688,1.275,598300,NOR
window5984,19.970000000000002,19.95,0.8072602268894931,1.35,598400,NOR
window5985,20.020000000000003,20.0,0.7461405246368339,1.1,598500,NOR
window5986,20.11,20.2,0.7768477604790036,1.3,598600,NOR
window5987,20.089999999999996,20.1,0.7876220058489845,1.425,598700,NOR
window5988,19.96,20.05,0.7187877618320823,1.25,598800,NOR
window5989,20.04,19.95,0.7862271341077665,1.325,598900,NOR
window5990,20.050000000000004,20.05,0.7595851232490058,1.025,599000,NOR
window5991,20.029999999999998,20.05,0.6953392287944961,0.975,599100,NOR
window5992,20.09,20.2,0.7918571889369823,1.325,599200,NOR
window5993,20.0,20.05,0.7655919127267381,1.275,599300,NOR
window5994,20.049999999999997,20.0,0.7955155556440158,1.425,599400,NOR
window5995,20.02,19.95,0.7408617452939471,1.225,599500,NOR
window5996,19.94,20.05,0.7923918660191753,1.4,599600,NOR
window5997,20.11,20.15,0.7549315698165106,1.1,599700,NOR
window5998,20.1,20.2,0.7935334868090919,1.4,599800,NOR
window5999,20.0,20.0,0.7843055922232762,1.35,599900,NOR
window6000,20.11,20.2,0.7595785209928566,1.325,600000,NOR
window6001,20.160000000000004,20.35,0.7994600339400151,1.375,600100,NOR
window6002,19.979999999999997,19.9,0.7325665038153838,1.2,600200,NOR
window6003,20.07,20.1,0.7787217733258218,1.175,600300,NOR
window6004,19.9,19.95,0.8291977514212332,1.725,600400,NOR
window6005,19.970000000000002,20.0,0.7762039270420649,1.175,600500,NOR
window6006,20.07,19.9,0.7537124476882368,1.45,600600,NOR
window6007,20.05,20.2,0.8051083170811755,1.45,600700,NOR
window6008,19.979999999999997,20.05,0.825646573839107,1.375,600800,NOR
window6009,20.02,20.15,0.7943162635953958,1.25,600900,NOR
window6010,19.88,19.8,0.714346004393861,1.1,601000,NOR
window6011,20.17,20.2,0.7852582107934161,1.4,601100,NOR
window6012,20.04,20.05,0.7442164175495031,1.325,601200,NOR
window6013,20.04,20.0,0.6872191976114544,0.875,601300,NOR
window6014,19.91,19.95,0.7533866406975879,1.25,601400,NOR
window6015,19.970000000000002,19.95,0.7403091538362538,1.25,601500,NOR
window6016,19.93,19.85,0.7991543078657248,1.35,601600,NOR
window6017,20.1,20.1,0.7866128392463916,1.3,601700,NOR
window6018,19.869999999999997,19.9,0.7592685407160192,1.375,601800,NOR
window6019,19.96,20.05,0.7454961992199892,1.4,601900,NOR
window6020,20.13,20.35,0.8186254601194165,1.55,602000,NOR
window6021,20.03,20.1,0.785077613330523,1.3,602100,NOR
window6022,20.07,20.05,0.8280022755123673,1.6,602200,NOR
window6023,20.000000000000004,19.9,0.8246727954040158,1.625,602300,NOR
window6024,20.1,20.05,0.7565039282219714,1.25,602400,NOR
window6025,20.06,20.05,0.762476189167153,1.1,602500,NOR
window6026,20.089999999999996,20.1,0.7580960408969598,1.2,602600,NOR
window6027,20.089999999999996,19.9,0.755781507439406,1.125,602700,NOR
window6028,19.990000000000002,20.05,0.7588301710125174,1.15,602800,NOR
window6029,19.96,19.9,0.7554037094056754,1.2,602900,NOR
window6030,20.049999999999997,20.05,0.8028787266039135,1.35,603000,NOR
window6031,19.9,19.95,0.7619445426807796,1.35,603100,NOR
window6032,19.99,19.9,0.7329148468602915,1.05,603200,NOR
window6033,19.939999999999998,19.9,0.8129642755388232,1.4,603300,NOR
window6034,20.03,20.1,0.8795344984823942,1.725,603400,NOR
window6035,20.14,20.25,0.7745911125954494,1.1,603500,NOR
window6036,19.939999999999998,19.85,0.7268457750707114,1.2,603600,NOR
window6037,20.089999999999996,20.05,0.7703432057598203,1.275,603700,NOR
window6038,19.939999999999998,19.9,0.7749404066431568,1.3,603800,NOR
window6039,19.93,19.95,0.771282558507794,1.275,603900,NOR
window6040,20.19,20.25,0.7455006658887394,1.325,604000,NOR
window6041,20.07,19.95,0.7526526147469252,1.225,604100,NOR
window6042,20.08,20.25,0.7349913795468634,1.125,604200,NOR
window6043,20.059999999999995,20.15,0.7794691762377267,1.25,604300,NOR
window6044,20.080000000000002,20.1,0.7510933753778651,1.175,604400,NOR
window6045,19.939999999999998,20.05,0.7859585701970863,1.425,604500,NOR
window6046,20.06,20.05,0.7843141301904472,1.35,604600,NOR
window6047,19.93,19.7,0.8285708256393566,1.7,604700,NOR
window6048,20.04,19.95,0.7320248812229655,1.375,604800,NOR
window6049,20.06,20.15,0.7785462252102962,1.3,604900,NOR
window6050,19.84,19.85,0.7778559802150478,1.275,605000,NOR
window6051,20.03,19.9,0.7481114689481083,1.2,605100,NOR
window6052,19.91,19.9,0.7830021285050095,1.25,605200,NOR
window6053,19.93,20.0,0.784798928638189,1.3,605300,NOR
window6054,19.94,19.85,0.7742703416565061,1.225,605400,NOR
window6055,20.15,20.1,0.7582546857729437,1.175,605500,NOR
window6056,19.96,19.8,0.6773792458524561,1.1,605600,NOR
window6057,20.07,20.05,0.7061049596787119,1.1,605700,NOR
window6058,20.01,19.95,0.8397247631829796,1.65,605800,NOR
window6059,20.02,20.05,0.6881523122937956,0.875,605900,NOR
window6060,19.830000000000002,19.65,0.775143952275958,1.4,606000,NOR
window6061,20.07,20.15,0.7285657578960627,1.1,606100,NOR
window6062,20.079999999999995,20.15,0.7387981824425173,1.1,606200,NOR
window6063,20.059999999999995,20.1,0.793384722540322,1.375,606300,NOR
window6064,20.07,20.15,0.79522791822282,1.225,606400,NOR
window6065,20.06,20.25,0.748979416337473,1.225,606500,NOR
window6066,19.85,19.7,0.7620662224093719,1.375,606600,NOR
window6067,19.869999999999997,19.75,0.7560097725311171,1.25,606700,NOR
window6068,20.04,20.05,0.7556128384646372,1.225,606800,NOR
window6069,20.009999999999998,20.0,0.7506551167937257,1.275,606900,NOR
window6070,19.830000000000002,19.7,0.7111001205787573,0.975,607000,NOR
window6071,20.009999999999998,20.0,0.7949338880783807,1.3,607100,NOR
window6072,20.169999999999998,20.3,0.8066164673461268,1.35,607200,NOR
window6073,19.91,19.95,0.7716016906686805,1.35,607300,NOR
window6074,20.1,20.2,0.7544036172194952,1.15,607400,NOR
window6075,19.970000000000002,19.95,0.7317866631109405,1.05,607500,NOR
window6076,19.98,19.9,0.7795454832997023,1.3,607600,NOR
window6077,19.96,20.0,0.7605219674591908,1.2,607700,NOR
window6078,19.96,20.0,0.7387053047428329,1.3,607800,NOR
window6079,19.98,19.95,0.7474376871246255,1.375,607900,NOR
window6080,19.87,19.7,0.8248445051821264,1.45,608000,NOR
window6081,20.01,20.0,0.8078634516751494,1.4,608100,NOR
window6082,20.14,20.05,0.7185006135891988,1.15,608200,NOR
window6083,19.86,19.85,0.7253508005847463,1.3,608300,NOR
window6084,20.1,20.2,0.7385883903019861,1.175,608400,NOR
window6085,20.11,20.05,0.7710167067364104,1.275,608500,NOR
window6086,20.020000000000003,19.95,0.7426339251790031,1.2,608600,NOR
window6087,20.07,20.25,0.796364256424488,1.275,608700,NOR
window6088,20.07,20.1,0.7607636435021161,1.275,608800,NOR
window6089,19.93,19.85,0.7582044173372527,1.2,608900,NOR
window6090,19.990000000000002,19.9,0.7439630672645545,1.15,609000,NOR
window6091,20.139999999999997,20.15,0.7802459264514158,1.3,609100,NOR
window6092,20.14,20.1,0.7702483577890497,1.2,609200,NOR
window6093,20.07,20.05,0.7925854087377473,1.375,609300,NOR
window6094,20.009999999999998,20.05,0.7474819034457195,1.125,609400,NOR
window6095,19.94,19.95,0.7780520564879414,1.35,609500,NOR
window6096,19.970000000000002,19.85,0.7711527605201298,1.2,609600,NOR
window6097,20.01,20.0,0.7696959717571835,1.3,609700,NOR
window6098,19.990000000000002,19.95,0.7522610323518001,1.25,609800,NOR
window6099,19.97,20.0,0.8008380695063007,1.225,609900,NOR
window6100,19.980000000000004,20.0,0.7542817693685289,1.425,610000,NOR
window6101,19.940000000000005,19.85,0.7944238945191213,1.375,610100,NOR
window6102,20.08,20.05,0.7785445038003652,1.325,610200,NOR
window6103,19.98,20.05,0.7462360230716865,1.2,610300,NOR
window6104,19.89,19.7,0.8067623957666129,1.325,610400,NOR
window6105,19.95,19.95,0.7405713909459724,1.225,610500,NOR
window6106,20.06,20.2,0.7511515450542989,1.225,610600,NOR
window6107,19.96,20.0,0.7645518951736696,1.35,610700,NOR
window6108,19.869999999999997,19.8,0.7630644899737478,1.35,610800,NOR
window6109,19.950000000000003,19.9,0.8006761648839014,1.5,610900,NOR
window6110,20.020000000000003,20.05,0.8395150422774325,1.6,611000,NOR
window6111,20.050000000000004,20.2,0.7234841892128276,1.125,611100,NOR
window6112,19.830000000000002,19.65,0.7563615370732946,1.275,611200,NOR
window6113,20.19,20.25,0.748696980478029,1.05,611300,NOR
window6114,19.909999999999997,19.8,0.7765308132921318,1.2,611400,NOR
window6115,19.979999999999997,19.95,0.7156555463339115,1.2,611500,NOR
window6116,19.86,19.8,0.8003791527846273,1.325,611600,NOR
window6117,20.04,20.05,0.7685564645667152,1.35,611700,NOR
window6118,20.029999999999998,20.0,0.766987410562846,1.3,611800,NOR
window6119,20.06,19.95,0.7364931952847773,1.1,611900,NOR
window6120,20.02,20.0,0.7610444357993023,1.325,612000,NOR
window6121,20.07,20.15,0.7066742781406823,1.1,612100,NOR
window6122,19.999999999999996,20.0,0.8158271894860523,1.35,612200,NOR
window6123,19.89,19.85,0.7074451820196368,1.2,612300,NOR
window6124,19.950000000000003,19.85,0.8417306323446944,1.675,612400,NOR
window6125,19.96,19.95,0.7405072627144166,1.15,612500,NOR
window6126,20.09,20.1,0.7763030091979705,1.325,612600,NOR
